宁与千人好，莫与一人敌	http://chengyu.911cha.com/N2EycQ==.html
内举不避亲，外举不避怨	http://chengyu.911cha.com/NzNrYQ==.html
鹬蚌相争，坐收渔翁之利	http://chengyu.911cha.com/OTdodw==.html
欲穷千里目，更上一层楼	http://chengyu.911cha.com/OG5zNg==.html
死了张屠夫，不吃混毛猪	http://chengyu.911cha.com/NnNsaw==.html
海内存知已，天涯若比邻	http://chengyu.911cha.com/NnNxaw==.html
牡丹花好，终须绿叶扶持	http://chengyu.911cha.com/N3N2bw==.html
留得青山在，依旧有柴烧	http://chengyu.911cha.com/NDZ2ZQ==.html
死了张屠夫，不吃混毛猪	http://chengyu.911cha.com/NnNvdw==.html
在他檐下过，不敢不低头	http://chengyu.911cha.com/N2YxbQ==.html
祸兮福所倚，福兮祸所伏	http://chengyu.911cha.com/MWNubw==.html
与君一夕话，胜读十年书	http://chengyu.911cha.com/NnZycQ==.html
只听楼梯响，不见人下来	http://chengyu.911cha.com/MnY0OA==.html
天下本无事，庸人自召之	http://chengyu.911cha.com/NzF6Yw==.html
积财千万，不如薄技在身	http://chengyu.911cha.com/MWRqYw==.html
一沐三捉发，一饭三吐哺	http://chengyu.911cha.com/NnR5Zw==.html
千人诺诺，不如一士谔谔	http://chengyu.911cha.com/NmVtaQ==.html
一部二十四史无从说起	http://chengyu.911cha.com/NnVrbw==.html
恨小非君子，无毒不丈夫	http://chengyu.911cha.com/OGU0eQ==.html
长他人志气，灭自己威风	http://chengyu.911cha.com/NjhmZw==.html
一夜被蛇咬，十日怕麻绳	http://chengyu.911cha.com/NnQ3OA==.html
彼亦一是非，此亦一是非	http://chengyu.911cha.com/ODVrMg==.html
长他人锐气，灭自己威风	http://chengyu.911cha.com/NnpldQ==.html
知其然而不知其所以然	http://chengyu.911cha.com/N3hhYQ==.html
一度著蛇咬，怕见断井索	http://chengyu.911cha.com/NnVmZQ==.html
任从风浪起，稳坐钓鱼船	http://chengyu.911cha.com/NmZrZQ==.html
莫信直中直，须防人不仁	http://chengyu.911cha.com/OGs3MA==.html
在人矮檐下，怎敢不低头	http://chengyu.911cha.com/MnUwcw==.html
隔墙须有耳，窗外岂无人	http://chengyu.911cha.com/OHh4Zw==.html
一朝权入手，看取令行时	http://chengyu.911cha.com/NnVqMA==.html
一朝被蛇咬，三年怕井绳	http://chengyu.911cha.com/NnVqYQ==.html
宁可信其有，不可信其无	http://chengyu.911cha.com/N2E1OA==.html
秀才不出门，全知天下事	http://chengyu.911cha.com/MmlyOA==.html
长他人威风，灭自己志气	http://chengyu.911cha.com/Nnplaw==.html
爱之欲其生，恶之欲其死	http://chengyu.911cha.com/YXpr.html
来是是非人，去是是非者	http://chengyu.911cha.com/NmRmZw==.html
饥者易为食，渴者易为饮	http://chengyu.911cha.com/M3hkNg==.html
宁教我负人，莫教人负我	http://chengyu.911cha.com/N2E2Mg==.html
牡丹虽好，终须绿叶扶持	http://chengyu.911cha.com/NmRvMg==.html
