掷地作金石声	http://chengyu.911cha.com/MnR5MA==.html
远水难救近火	http://chengyu.911cha.com/N3A1OA==.html
发昏章第十一	http://chengyu.911cha.com/Njl2NA==.html
杀鸡焉用牛刀	http://chengyu.911cha.com/MjNxeQ==.html
吉人自有天相	http://chengyu.911cha.com/NmNkeQ==.html
歌于斯，哭于斯	http://chengyu.911cha.com/MTRqZw==.html
蜚鸟尽，良弓藏	http://chengyu.911cha.com/OTRnNg==.html
求爹爹告奶奶	http://chengyu.911cha.com/N3JoZQ==.html
眼不见，心不烦	http://chengyu.911cha.com/MmlpbQ==.html
小鹿儿心头撞	http://chengyu.911cha.com/NncxNg==.html
拔赵帜易汉帜	http://chengyu.911cha.com/bHk=.html
各有巧妙不同	http://chengyu.911cha.com/N21jbw==.html
三折股为良医	http://chengyu.911cha.com/NngzOA==.html
海水不可斗量	http://chengyu.911cha.com/NzRv.html
拥孺人，抱稚子	http://chengyu.911cha.com/N3h6dQ==.html
不可同年而语	http://chengyu.911cha.com/NzZydQ==.html
钉是钉，铆是铆	http://chengyu.911cha.com/M2czOA==.html
经一事，长一智	http://chengyu.911cha.com/YTFl.html
过屠门而大嚼	http://chengyu.911cha.com/MTg1cQ==.html
江水不犯河水	http://chengyu.911cha.com/NmNyYQ==.html
名不正，言不顺	http://chengyu.911cha.com/ZXFr.html
知一而不知二	http://chengyu.911cha.com/N3gxZQ==.html
识大体，顾大局	http://chengyu.911cha.com/N3F4NA==.html
摸着石头过河	http://chengyu.911cha.com/NnFwcw==.html
乌头白马生角	http://chengyu.911cha.com/MmVxOA==.html
行不得也哥哥	http://chengyu.911cha.com/MmwxcQ==.html
翻手云覆手雨	http://chengyu.911cha.com/Njl5Ng==.html
三折肱，为良医	http://chengyu.911cha.com/MjNlcQ==.html
万夫不当之勇	http://chengyu.911cha.com/MmEyNg==.html
烈女不嫁二夫	http://chengyu.911cha.com/OGttaw==.html
疾雷不及掩耳	http://chengyu.911cha.com/MWRobw==.html
天不怕，地不怕	http://chengyu.911cha.com/Nmh4eQ==.html
言必信，行必果	http://chengyu.911cha.com/Mm14cw==.html
赍盗粮，借贼兵	http://chengyu.911cha.com/OHhpZw==.html
妍皮不裹痴骨	http://chengyu.911cha.com/N3B4dQ==.html
风马牛不相及	http://chengyu.911cha.com/MTFraQ==.html
英雄所见略同	http://chengyu.911cha.com/MnAxYw==.html
扶不起的阿斗	http://chengyu.911cha.com/NnFlNA==.html
知奸亦有大罗	http://chengyu.911cha.com/N3hjaQ==.html
癞狗扶不上墙	http://chengyu.911cha.com/OThhaQ==.html
芝兰生于深林	http://chengyu.911cha.com/N2V1NA==.html
打肿脸装胖子	http://chengyu.911cha.com/N2NsMA==.html
